ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0.5007281784935831,0.3712945800574009,0.04803984546695323,-0.7918086890458887,2.0477961855782563,0.9251830468830025,0.565242368401965,-0.3648488732223844,-0.17745664020537089
-0.7140893809405676,0.9350836488352774,-1.0160803923128716,0.8509166403229016,1.613241314192922,-1.501693295666197,-2.169448216673508,-1.5808724743739355,-0.48650157997150895
0.9245225982428249,0.9807103371987301,0.8081922888665247,-0.5857141838170109,-0.00445694225845091,-0.8181371987690657,0.08540401872987374,-0.3510287010564997,0.5472018030989961
-0.23234564088940163,0.6712477566774585,-0.0018529616939436154,0.030737708261721147,-0.00445694225845091,-0.6779545953435289,0.7748608094045737,0.5021772879540316,-0.09155431598693853
-0.3948728683980472,0.17667328042109154,-0.5481560947625378,-0.571875045560358,-0.20081214941093853,0.6654785056253466,0.6864384883233134,-1.263291875898522,-0.5447458287109421
0.44489755548005416,-0.42841306745514907,-0.24828211686451973,1.0870022344929609,1.3361311228498243,0.7553741883462725,-1.6401357405983352,-0.5242031299007908,-0.5543061746974899
-0.2117084860784039,-1.291644718484583,-0.7264622086859202,-0.6455812420190337,0.2510519776425283,2.1014070822813364,0.8634318737941228,-0.6352358452037219,-1.2256427985383183
-0.13862857491170763,0.4284632168417802,-0.8665538076225667,0.0796294933209162,-0.47432119737530704,1.7609205540024928,0.5114187218220567,0.2824304248390831,0.16471444243168737
-0.004030841893920178,0.6911674340963224,1.0454685010208684,-0.21516812541143499,-1.9332604731735468,-0.20320073663565277,0.5874502624981233,0.2974278869254722,-2.5495831387199566
-0.004030841893920178,-1.0632170632547702,0.8461618501424377,-0.054765598471079174,0.4552844332785291,-0.6442134584345195,1.6656441337977679,1.3008321392379227,-0.6103682780452397
-0.004030841893920178,1.148349408342098,0.6061851495910856,0.11325824948791184,-0.8857547065665692,0.7766170079010632,0.5309721628880876,-0.4832196713261057,-0.993905940254953
-0.4855213588822013,-0.47689899251259604,-0.5006815829562069,-0.40322525627791395,0.9328691872368562,-0.20183954551156244,-0.8113313221746161,0.01523610516542323,0.7233157385065923
1.070087167263314,-2.504122964604553,0.18571450843257273,1.012532481017389,-0.025120171300244284,-1.3502705163322863,0.6936869323820358,-0.841520413930719,-1.3817195291706768
-0.004030841893920178,0.5840260775317674,0.393968858982446,-0.8312959002439837,-1.8722716996604076,0.01772450815179751,-0.7337158098409041,0.31722773738480065,-1.0763774337603735
